file,query,image_url,source_page,title
photo_040.jpg,film stills,https://d2w9rnfcy7mm78.cloudfront.net/48262476/original_d75949778f392e8ff66f73f40d9e1388.jpeg?1785166765?bc=0,https://are.na/block/48262476,"film stills: The Umbrellas of Cherbourg, 1964"
photo_041.jpg,film stills,https://d2w9rnfcy7mm78.cloudfront.net/48262472/original_f52c167b3d6116ed9e61c01490da8d5d.jpeg?1785166753?bc=0,https://are.na/block/48262472,"film stills: The Umbrellas of Cherbourg, 1964"
photo_042.jpg,film stills,https://d2w9rnfcy7mm78.cloudfront.net/48262469/original_57f4ab2ac38a0484de0f44a70a26a94c.jpeg?1785166744?bc=0,https://are.na/block/48262469,"film stills: The Umbrellas of Cherbourg, 1964"
photo_043.jpg,film stills,https://d2w9rnfcy7mm78.cloudfront.net/48262468/original_7a822dc90da58248b053e248876938a6.jpeg?1785166734?bc=0,https://are.na/block/48262468,"film stills: The Umbrellas of Cherbourg, 1964"
photo_044.jpg,film stills,https://d2w9rnfcy7mm78.cloudfront.net/47947572/original_40f4973d2bc2657d20d04cab83624edf.png?1784132021?bc=0,https://are.na/block/47947572,"ad, film stills.: Screenshot 2026-05-22 at 11.03.24"
photo_045.jpg,film stills,https://d2w9rnfcy7mm78.cloudfront.net/47948291/original_a9a4c06272a153e801617b6e74239c2b.png?1784133763?bc=0,https://are.na/block/47948291,"ad, film stills.: Screenshot 2026-05-21 at 11.22.46"
photo_046.jpg,film stills,https://d2w9rnfcy7mm78.cloudfront.net/47948293/original_19110df030e296159507d50f688b90f7.png?1784133765?bc=0,https://are.na/block/47948293,"ad, film stills.: Screenshot 2026-05-21 at 11.02.08"
photo_047.jpg,film stills,https://d2w9rnfcy7mm78.cloudfront.net/47948313/original_f2eadb564cb8e12f659593b629aab639.png?1784133815?bc=0,https://are.na/block/47948313,"ad, film stills.: Screenshot 2026-05-22 at 01.29.17"
photo_048.jpg,film stills,https://d2w9rnfcy7mm78.cloudfront.net/45835178/original_a8b1d8761d187dd2456ff9bdfba47ed1.jpeg?1777908273?bc=0,https://are.na/block/45835178,Film Stills: Wuthering Heights (2026)
photo_049.jpg,film stills,https://d2w9rnfcy7mm78.cloudfront.net/45835160/original_4066bde64ffcba3c7d2338da84fdd954.jpeg?1777908250?bc=0,https://are.na/block/45835160,Film Stills: Wuthering Heights (2026)
photo_050.jpg,film stills,https://d2w9rnfcy7mm78.cloudfront.net/45835057/original_25448b71b59d4b4d8182b4db34aaa421.jpeg?1777908187?bc=0,https://are.na/block/45835057,Film Stills: Wuthering Heights (2026)
photo_051.jpg,film stills,https://d2w9rnfcy7mm78.cloudfront.net/45835054/original_1da13a1c072b0087fe7465f8682a5b5d.jpeg?1777908181?bc=0,https://are.na/block/45835054,Film Stills: Wuthering Heights (2026)
photo_052.jpg,film stills,https://d2w9rnfcy7mm78.cloudfront.net/10060593/original_22dfb8818649ae1fa1178d64aa5381c0.jpg?1609375556?bc=0,https://are.na/block/10060593,"film stills : Sister Carolina, a Roman Catholic nun, skiing Mount Stelvio,"
photo_053.jpg,film stills,https://d2w9rnfcy7mm78.cloudfront.net/727650/original_b63e9872f054cea26effaf03e66fb511.jpg?1475699884?bc=1,https://are.na/block/727650,film stills : tumblr_o4peu7aWjc1rotipro1_1280.jpg
photo_054.jpg,cinematography,https://d2w9rnfcy7mm78.cloudfront.net/50347892/original_251d2af0908309ae3df826d41e148db2.jpeg?1789159688?bc=0,https://are.na/block/50347892,CINEMATOGRAPHY: 235826B2-E746-421E-8708-1B772BC44237
photo_055.jpg,cinematography,https://d2w9rnfcy7mm78.cloudfront.net/50347891/original_25903575e4b0edda9d87f5429b57c274.jpeg?1789159688?bc=0,https://are.na/block/50347891,CINEMATOGRAPHY: EF6D152F-CA0C-4EC4-BF35-8C4DDF15EE08
photo_056.jpg,cinematography,https://d2w9rnfcy7mm78.cloudfront.net/50070256/original_65a351ccea32354133f4881136f731fc.jpeg?1788389359?bc=0,https://are.na/block/50070256,CINEMATOGRAPHY: 2F396C61-1FAC-447E-BDB4-C01CA3F4AC57
photo_057.jpg,cinematography,https://d2w9rnfcy7mm78.cloudfront.net/50070255/original_227240b88d509f63a49dcab81fa19193.jpeg?1788389358?bc=0,https://are.na/block/50070255,CINEMATOGRAPHY: 4D975EFB-A63F-471A-BABB-6BCB163B6EF5
photo_058.jpg,cinematography,https://d2w9rnfcy7mm78.cloudfront.net/49950588/original_02f6c6e0165ee9b70cde4a6f6ee13b10.gif?1788097103?bc=0,https://are.na/block/49950588,Cinematography: 3_ACGChamoChamo
